timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687115078963,7749,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,7749,0,31
1687115078973,7759,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,7724,0,31
1687115078962,7753,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,7751,0,36
1687115084313,5258,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,5258,0,9
1687115084582,5524,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5524,0,6
1687115084592,5543,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5543,0,10
1687115089478,5165,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,5165,0,4
1687115090115,5532,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5532,0,1
1687115090170,5578,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5578,0,1
1687115094593,5114,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,5114,0,1
1687115095748,5632,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5632,0,2
1687115095774,5603,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5603,0,1
1687115099664,5070,HTTP Request,200,OK,Thread Group 1-1,text,true,,349,589,3,3,http://172.31.82.187:8000/,5070,0,1
1687115101185,5437,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5436,0,3
1687115101284,5508,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5508,0,1
1687115104896,5228,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,5228,0,1
1687115106581,5395,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5395,0,1
1687115106769,5483,HTTP Request,200,OK,Thread Group 1-3,text,true,,349,589,3,3,http://172.31.82.187:8000/,5483,0,2
1687115110317,5420,HTTP Request,200,OK,Thread Group 1-1,text,true,,349,589,3,3,http://172.31.82.187:8000/,5420,0,1
1687115112134,5552,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5552,0,1
1687115112358,5588,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5588,0,1
1687115115802,5484,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,5484,0,2
1687115117635,5501,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5501,0,1
1687115117848,5490,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5490,0,1
1687115121176,5374,HTTP Request,200,OK,Thread Group 1-1,text,true,,350,589,3,3,http://172.31.82.187:8000/,5374,0,1
1687115123187,5551,HTTP Request,200,OK,Thread Group 1-2,text,true,,350,589,3,3,http://172.31.82.187:8000/,5551,0,1
1687115123280,5431,HTTP Request,200,OK,Thread Group 1-3,text,true,,350,589,3,3,http://172.31.82.187:8000/,5431,0,2
